src_ip_count,dst_ip_count,label
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
1,1.0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
1,1.0,False
0,0,False
1,1.0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
0,0,False
1,1.0,False
0,0,False
0,0,False
0,0,False
4,0.25,True
6,0.16666666666666666,True
8,0.125,True
6,0.16666666666666666,True
9,0.1111111111111111,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
8,0.125,True
7,0.14285714285714285,True
6,0.16666666666666666,True
8,0.125,True
7,0.14285714285714285,True
7,0.14285714285714285,True
6,0.16666666666666666,True
9,0.1111111111111111,True
7,0.14285714285714285,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
8,0.125,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
6,0.16666666666666666,True
8,0.125,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
10,0.1,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
8,0.125,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
9,0.1111111111111111,True
7,0.14285714285714285,True
8,0.125,True
6,0.16666666666666666,True
9,0.1111111111111111,True
6,0.16666666666666666,True
8,0.125,True
8,0.1111111111111111,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
9,0.1111111111111111,True
7,0.14285714285714285,True
7,0.14285714285714285,True
6,0.16666666666666666,True
7,0.14285714285714285,True
7,0.125,True
8,0.125,True
8,0.125,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
8,0.125,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
10,0.1,True
7,0.14285714285714285,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
7,0.14285714285714285,True
9,0.1111111111111111,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
8,0.125,True
8,0.125,True
10,0.09090909090909091,True
8,0.125,True
8,0.125,True
9,0.1111111111111111,True
6,0.16666666666666666,True
7,0.14285714285714285,True
7,0.14285714285714285,True
9,0.1111111111111111,True
8,0.125,True
8,0.125,True
8,0.125,True
9,0.1111111111111111,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
8,0.125,True
7,0.14285714285714285,True
9,0.1111111111111111,True
8,0.125,True
8,0.125,True
6,0.16666666666666666,True
7,0.14285714285714285,True
9,0.1111111111111111,True
8,0.125,True
6,0.16666666666666666,True
8,0.125,True
7,0.14285714285714285,True
9,0.1111111111111111,True
7,0.14285714285714285,True
7,0.14285714285714285,True
9,0.1111111111111111,True
9,0.1111111111111111,True
8,0.125,True
7,0.14285714285714285,True
12,0.08333333333333333,True
15,0.06666666666666667,True
14,0.07142857142857142,True
16,0.0625,True
14,0.07142857142857142,True
16,0.0625,True
16,0.0625,True
14,0.07142857142857142,True
14,0.07142857142857142,True
14,0.07142857142857142,True
18,0.05555555555555555,True
15,0.06666666666666667,True
14,0.07142857142857142,True
16,0.0625,True
15,0.06666666666666667,True
13,0.07692307692307693,True
14,0.07142857142857142,True
15,0.06666666666666667,True
15,0.06666666666666667,True
14,0.07142857142857142,True
16,0.0625,True
14,0.07142857142857142,True
17,0.058823529411764705,True
14,0.07142857142857142,True
15,0.06666666666666667,True
15,0.06666666666666667,True
16,0.058823529411764705,True
13,0.07692307692307693,True
17,0.058823529411764705,True
12,0.08333333333333333,True
17,0.058823529411764705,True
14,0.07142857142857142,True
13,0.07692307692307693,True
16,0.0625,True
18,0.05555555555555555,True
15,0.06666666666666667,True
14,0.07142857142857142,True
14,0.07142857142857142,True
17,0.058823529411764705,True
14,0.07142857142857142,True
15,0.06666666666666667,True
17,0.058823529411764705,True
14,0.07142857142857142,True
17,0.058823529411764705,True
13,0.07692307692307693,True
16,0.0625,True
14,0.07142857142857142,True
16,0.0625,True
15,0.06666666666666667,True
17,0.058823529411764705,True
16,0.0625,True
16,0.0625,True
15,0.06666666666666667,True
19,0.05263157894736842,True
16,0.0625,True
13,0.07692307692307693,True
14,0.07142857142857142,True
17,0.058823529411764705,True
15,0.06666666666666667,True
12,0.08333333333333333,True
19,0.05263157894736842,True
14,0.07142857142857142,True
13,0.07692307692307693,True
17,0.058823529411764705,True
16,0.0625,True
16,0.0625,True
14,0.07142857142857142,True
13,0.07692307692307693,True
16,0.0625,True
16,0.0625,True
15,0.06666666666666667,True
15,0.06666666666666667,True
15,0.06666666666666667,True
15,0.06666666666666667,True
13,0.07692307692307693,True
16,0.0625,True
17,0.058823529411764705,True
15,0.06666666666666667,True
13,0.07692307692307693,True
15,0.06666666666666667,True
15,0.06666666666666667,True
17,0.058823529411764705,True
15,0.06666666666666667,True
16,0.0625,True
15,0.06666666666666667,True
17,0.058823529411764705,True
15,0.06666666666666667,True
16,0.0625,True
17,0.058823529411764705,True
14,0.07142857142857142,True
14,0.07142857142857142,True
17,0.058823529411764705,True
16,0.0625,True
16,0.0625,True
15,0.06666666666666667,True
14,0.07142857142857142,True
16,0.0625,True
15,0.06666666666666667,True
17,0.058823529411764705,True
14,0.07142857142857142,True
15,0.06666666666666667,True
18,0.05263157894736842,True
12,0.08333333333333333,True
17,0.058823529411764705,True
14,0.07142857142857142,True
16,0.0625,True
16,0.0625,True
13,0.07692307692307693,True
17,0.058823529411764705,True
13,0.07692307692307693,True
16,0.0625,True
18,0.05555555555555555,True
15,0.06666666666666667,True
16,0.0625,True
18,0.05555555555555555,True
16,0.0625,True
16,0.0625,True
16,0.0625,True
12,0.08333333333333333,True
18,0.05555555555555555,True
14,0.07142857142857142,True
13,0.07692307692307693,True
14,0.07142857142857142,True
17,0.058823529411764705,True
15,0.06666666666666667,True
15,0.0625,True
16,0.0625,True
18,0.05555555555555555,True
17,0.058823529411764705,True
13,0.07692307692307693,True
16,0.0625,True
16,0.0625,True
16,0.0625,True
15,0.06666666666666667,True
14,0.07142857142857142,True
17,0.05555555555555555,True
16,0.0625,True
15,0.06666666666666667,True
17,0.058823529411764705,True
17,0.058823529411764705,True
15,0.0625,True
14,0.07142857142857142,True
14,0.07142857142857142,True
14,0.07142857142857142,True
16,0.0625,True
14,0.07142857142857142,True
14,0.07142857142857142,True
16,0.0625,True
16,0.0625,True
15,0.06666666666666667,True
17,0.058823529411764705,True
16,0.0625,True
13,0.07692307692307693,True
15,0.06666666666666667,True
15,0.06666666666666667,True
19,0.05263157894736842,True
14,0.07142857142857142,True
19,0.05,True
15,0.06666666666666667,True
18,0.05555555555555555,True
15,0.06666666666666667,True
15,0.06666666666666667,True
13,0.07692307692307693,True
17,0.058823529411764705,True
18,0.05263157894736842,True
14,0.07142857142857142,True
14,0.07142857142857142,True
16,0.0625,True
13,0.07692307692307693,True
17,0.058823529411764705,True
