src_ip_count,dst_ip_count,label
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1.0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1.0,0
1,1.0,0
1,1.0,0
0,0,0
1,1.0,0
0,0,0
0,0,0
1,1.0,0
1,1.0,0
0,0,0
0,0,0
2,0.5,0
0,0,0
0,0,0
2,0.5,0
0,0,0
0,0,0
1,1.0,0
0,0,0
0,0,0
0,0,0
0,0,0
1,1.0,0
1119,0.0008688097306689834,1
9755,8.94534394847482e-05,1
10152,8.596234849136078e-05,1
9697,9.057150620414818e-05,1
9150,9.700261907071492e-05,1
11241,7.624857033930614e-05,1
8498,0.00010509721492380452,1
9635,9.076881183625306e-05,1
6431,0.00014291839359725596,1
9418,9.411764705882353e-05,1
6821,0.00013430029546065002,1
5461,0.00017029972752043596,1
7274,0.0001246416552411816,1
8806,0.0001003814495081309,1
9143,9.710623422023694e-05,1
8774,0.00010156408693885842,1
6747,0.0001359064963305246,1
12474,6.709158000670916e-05,1
12887,6.51423360041691e-05,1
9292,9.554748710108924e-05,1
7932,0.00011300711944852526,1
15745,5.108295872496935e-05,1
10568,8.157272208173587e-05,1
19795,3.8330330790754726e-05,1
8394,0.00010612331529236973,1
6546,0.00013954786491766677,1
11145,7.701786814540974e-05,1
15414,5.285412262156448e-05,1
13577,6.10798924993892e-05,1
12192,6.907508461697865e-05,1
10698,8.130081300813008e-05,1
12894,6.54407434068451e-05,1
11396,7.539203860072376e-05,1
10858,8.029548739360848e-05,1
12417,6.789788158609451e-05,1
6950,0.00013178703215603585,1
10863,7.937767899666614e-05,1
6675,0.00013798813302056022,1
13870,5.953089653530182e-05,1
10531,8.21827744904668e-05,1
11007,7.802137785753296e-05,1
14620,5.583784689262382e-05,1
7694,0.0001169864295741694,1
6140,0.0001498576352465158,1
14937,5.431830526887561e-05,1
6319,0.00014413375612568464,1
9745,9.038322487346348e-05,1
7491,0.00012102142079148009,1
8350,0.00010666666666666667,1
12920,6.48760866744518e-05,1
12372,6.844626967830253e-05,1
11318,7.604562737642586e-05,1
8833,0.00010050251256281407,1
9393,9.38790837401427e-05,1
12230,6.981777560566921e-05,1
10483,8.269930532583527e-05,1
8295,0.00010748065348237318,1
6377,0.00014388489208633093,1
9308,9.433962264150943e-05,1
8476,0.0001050420168067227,1
8533,0.00010467915837956663,1
8880,0.00010040160642570282,1
10644,8.171937566396992e-05,1
5565,0.00016688918558077436,1
15816,5.076657528683115e-05,1
7486,0.00012134449702705982,1
8174,0.00010915838882218098,1
7762,0.00011546010853250202,1
5510,0.00016903313049357674,1
8635,0.00010332713370531102,1
8612,0.00010336985734959685,1
12279,6.878525244187646e-05,1
9223,9.532888465204957e-05,1
7465,0.00012062726176115802,1
10630,8.160600620205648e-05,1
10620,8.14000814000814e-05,1
6989,0.000129366106080207,1
6577,0.00014013452914798206,1
10572,8.188666885031116e-05,1
9307,9.431293030274451e-05,1
10991,7.860399308284861e-05,1
10614,8.15461143276523e-05,1
10463,8.316008316008316e-05,1
13930,5.94000594000594e-05,1
11647,7.306736811340056e-05,1
8783,0.00010201999591920016,1
9297,9.5047999239616e-05,1
7435,0.00012208521548040532,1
8895,9.942334460131238e-05,1
6416,0.00014407145944388418,1
6476,0.00014170327334561429,1
8271,0.00010808473843493298,1
7924,0.00011371389583807141,1
6148,0.000149947518368571,1
8666,0.00010310341272296113,1
11050,7.78391842453491e-05,1
7617,0.00011869436201780416,1
6073,0.00015153811183512653,1
12162,7.009673349221926e-05,1
5217,0.00017825311942959,1
13814,5.9916117435590176e-05,1
7517,0.00011977482333213559,1
7518,0.00011958861516383641,1
8838,0.00010045203415369161,1
11931,7.135212272565108e-05,1
8478,0.00010503098414032139,1
9359,9.44733112895607e-05,1
7258,0.00012514078338130396,1
13383,6.210022977085015e-05,1
8783,0.00010114291493880854,1
